date,business_name,review_id,stars,text
2012-07-01,Alaska Airlines,qEeTKbhpdZBJZmoQuLFAww,4,"I really like flying Alaska Air, for a few reasons:
1) it's out of Terminal 2, which means a quick walk in/walk out, almost no wait in line, easy bag check-in and easy baggage claim.
2) I have almost always experienced pleasant stewards on all AK flights... for the most part genuinely friendly, prompt, and of good spirits
3) Alaska Air (one of my favorite aspects) is all about recycling and using local or at least AK, HI, or Pacific Northwest-based businesses for their on-board food/drinks for sale - this is such a pleasure to see and it makes me want to continue doing business with them
4) $20 baggage check-in fee... $5 cheaper than USAir.. not bad
5) When I've upgraded to First Class upon check-in in the past, it's costed me $50/leg of my itinerary - score!!

This is why I like Alaskan Air!"
2012-08-10,Alaska Airlines,Hd6inIP3Tfe611kDHjMr1g,1,"I used to hear that Alaska airline was good b/c they are usually on time with schedule. Maybe this is true, but gosh their customer service is horrendous. I mean I've flown a fair amount in my life. Not just in the US, but also overseas with some sketchy airlines. But by far, Alaska airlines had one of the worst customer service and did not help out a passenger. It seems as though, their company motto is ""You are on your own"" type of mentality. 

The problem started when I arrived 30mins prior to my flight and had already checked in online a day before. I was not checking in any bags, so all I had to do was get a reprint of my boarding pass to go through security. Too bad, nobody was a the counter to help me out and the kiosk would not let me print out my pass. So I was just sitting ducks outside the security line just watching my plane take off while I could not do anything. 

When I eventually got a hold of the customer service agent, there was no remorse. I tried to tell them that I was there 30mins early and had already checked in online a day before. Plus they didn't have ANYONE at the ticket counter. But those facts did not matter to them. They never apologized and never offered for any help. All they were busy doing was to blame me for not showing up an hour earlier. 

Well it's save to say that I will NEVER fly Alaska airlines if I could and I would never recommend this airline. Worst customer service ever."
2012-12-11,Alaska Airlines,VJiIS7V7y-fVku0sZab3WA,4,Very friendly on air staff and both flights landed early!  That's the best! Downside was our flight didn't have a movie and you have to pay to use the wifi.
2013-09-12,Alaska Airlines,Wytm1NJEwO5zpUed_0Stxg,5,"My husband and I recently used Alaska Air to relocate to Hawaii with our 9 pets.  

With such an unusual case, we expected difficulties, but they were great.  The reps on the phone were extremely helpful, accommodating, and nice. 

When we arrived in Chicago the lady was very thorough checking us in, and made us feel comfortable leaving our pets in her capable hands.

The Seattle airport was the same good experience.  We really appreciated they provide cards for each of our pets to let us know they were all boarded.

The flight attendants on each flight seemed genuinely nice, and responded to all our inquiries regarding our pets.

We really appreciated their care towards our pets.  

We will definitely use them again when we visit family back on the mainland."
2013-10-14,Alaska Airlines,i0_9msMhWlHo-JjoVOtBsg,4,"Flew this airline once when I was flying from PHX to PDX (Portland, Oregon).  Really enjoyed my flight experience.  This airline flies out of Terminal 2, which is the first terminal once you are off from I-10.  Easy parking access and literally walk right in to the security check-point.  Will definitely try again if I'm going to the PNW area again."
2014-01-07,Alaska Airlines,XJIpaivtXn5n1-GtnIexiw,5,"Everytime I fly they're always on time, if not early! The flight attendants are the friendliest, nicest and most helpful than other airlines I've flown. They go above and beyond with customer service--even when I've spoken with them on the phone! Now, I only fly with Alaska Airline. I've never been disappointed in the last 13 years of frequent flying!"
2014-01-25,Alaska Airlines,HaVjOLpbBK0L1tz9rMIq6Q,5,"Simply the best, I just wish they flew to more places out of Phoenix!  Going out of Terminal 2 is easy and convenient, the people are friendly, the planes are clean and new (unlike the garbage on Southwest and USAirways), and their ticket prices are reasonable.   Definitely worth trying if you've never flown them before.  I'm a fan!"
2014-06-27,Alaska Airlines,KQ5oW4CRO4Z0wfHObK7IMQ,2,"Congratulations Alaska Airlines. After not allowing me to check in online you denied me a ticket because I was one minute past the cutoff. I fly all over the world and this happens occasionally but I have never been denied. So I will sleep in the airport tonight when a bit of caring by your personnel could have avoided this. I have flown with you whenever possible but never again.
My fault for not knowing the shuttle uses were dedicated to specific terminals"
2009-02-06,Delta Airlines,dygK0OZaDU_8H6BrXiJA_g,1,"delta airlines is one of the worst airlines out there. my flight out of PVD was delayed, sat on the runway for a good 20mins when we arrived in ATL, they forced all of the passengers to do planeside valet bc the overhead bins were smaller than normal so i had to wait another 20mins for my luggage. these series of events caused me to miss my connecting flight to PHX. none of the delta representatives and managers cared. there were no more flights out to PHX that night and they were not willing to provide hotel accomodations and/or a meal voucher so i was stuck in the ATL airport overnight. seriously, one of the worst experiences EVER and i fly a lot. 

0* if i could!!!!"
2010-06-20,Delta Airlines,8OwjGd1hbUJybfBCH4J-_Q,1,"Had flight from Phoenix to Salt Lake that was delayed over 90 minutes.  I got a call at 4:30 am to inform me of this with a message.  This delay caused me to miss my connection by just a few minutes.  I had to wait an extra 3 hours in Salt Lake.  They should have waited 15 minutes since they were the ones late.  The Salt Lake flight was also late by 30 minutes!  They gave me a $6 voucher for a meal which is not even enough for a salad at the airport! That cost $9. The return flight was also late but since there was a 3 hour layover I did not miss my connecting flight.  I they are late they should delay the connecting flight instead of making me wait 3 hours.  Delta treats their customers not like customers but like cargo.  This was my first and last time flying Delta. 3 out of 4 flights late, not acceptable, and they leave you holding the bag!"
2010-07-25,Delta Airlines,ae81kqsRhNGJGRYtrWOPyg,1,"*** no.
Stay away.

Plane was not clean.
They cut corners sacrificing quality.
Food is beyond crappy.
I'm sure some ppl's dogs get better food than that.

My last straw:
They lost my luggage and it took them *THREE WEEKS* to find it and deliver it to my place.
My sh*t arrived wet. Thanks Delta. I'll wear my soggy undies you bas***s.

Not to mention the flight delays which messes with the connection flights."
2010-08-08,Delta Airlines,tjopNJVCRg6xlKXn9YapbQ,1,"Okay, did I say bad??
WORSE.
Negative five stars.

From San Diego,
1. they made us wait in line for ticketing.
2. Made us go check our bags

3. Bag agent told us the flight has been delayed 35 min and we have to wait in the ""special needs"" line bc we were gonna miss our connection flight. 

4. Booked another flight. Meanwhile got barked at my a brainless, incompetent, mean lady that was a complete b*tch to us.
She told us there was plenty of time for our next flight and that we should patiently stand in line (and miss that flight).

5. Got on the runway. Plane circled around for about an hour. didn't take off.
6. ""mechanical problems"".
7. kept ppl on the plane for another hour.
8. kicked everybody off saying we weren't taking off on this plane.

9. made everybody wait in a long@$$ line that didn't move while we saw a ticketing agent to rebook our flight (while I held up a DELTA SUCKS sign made with pen and crayon on my sketchbook)

10. hours later after not knowing what to do with us, they placed us in a hotel in downtown SD.
11. We were to take an 8 PM flight the next day to LAX and then 2 hr and 45 min layover.
12. 11:45 PM plane from LAX to Tokyo.... scheduled 4 AM landing in the far east, you kidding me? 
13. THEY LOST MY LUGGAGE. 

~~*~*~*~*~*~*~* another incident:

LAX to Tokyo: ""mechanical problems""
stayed another hour on the plane.
Had them shuttle us to a hotel in the middle of nowhere.
Lost luggage on the way there. It fell out of a bus!

Next morning, 8 AM plane to Busan, Korea.

Seriously, you expect me to go to work on Monday after all this sh*t?!
Sorry Delta, I'm so exhausted, sick and tired of you.
F*CK YOU guys and your incompetence and sh*tty customer service  too."
2011-03-19,Delta Airlines,BALyRDY2X6v4ix1fRbAZ3A,1,"I've had way too many negative experiences with Delta to list them all individually, but they include rude/lazy employees, delayed and/or cancelled flights, numerous lost bags, substandard aircraft and facilities. 

It would seem that since they purchased Northwest, their service has only gone downhill. I spoke with a customer service agent last week to ask them to waive a $150 ""Change Fee"" for my elderly mother, and after refusing to help, I kid you not, he told me ""We don't need your business."" 

So long as passengers continue to tolerate this kind of treatment, Delta will continue to take advantage of us."
2013-10-17,Delta Airlines,ki_w6eXIy6tCEH-iVEXCPw,1,"Why anyone is still willing to fly Delta is beyond me!  The employees at every step of the following story were rude or just didn't give a sh*t, and it showed.

I booked a trip to Kona from Phoenix.  My flight from Phoenix to LAX was delayed, I felt lucky the flight at the gate next to us was being canceled.  We got to LAX late and I missed my connection to Hawaii.  They decided to re-book me on an American Airlines flight instead.  I hate American Airlines almost as much as Delta, and was not impressed.  Almost missed the new flight because Delta and American are in Different terminals and it takes quite a bit of time to get to other terminals at LAX.  Fortunately the flight was delayed while I was still in Security line and I finally made it to Kona.

Then there was the return trip.  I had to change my flight due to a need to get home sooner than I planned.  They charged me $200 change fee, even though my new flight was a less expensive flight than my original flight, fine, I need to get home.  

Get to the airport in Kona, Delta charges me for my luggage, of course it is expected, but it matters later.  So all the passengers a re waiting for out Delta flight to LAX, and of course as I have come to expect from Delta, the flight is delayed.  We finally get to board, about have the plane is boarded and they stop the boarding process, and bring in mechanics electrical issue.  after sitting there for an hour they decide we can fly and finish the boarding and taxi out.  As we are taxiing the electrical system flickers pretty substantially and we are shortly told by the pilot we are taxiing back.  We are told that the mechanics will need all passengers off the plane to test the systems and we are all booted back to the waiting area.  By this time the airport has closed and as we are being returned to the secure waiting area,  they turn off the lights.  It takes 10 minutes and someone is finally able to get the lights back on.  But the agriculture inspectors have left so we are confined to the area.  

Delta is thoughtful enough to provide Water and snacks for us since it still 80 degrees and  being the kona airport we are outside.  Unfortunately, they brought water and enough potato chips for about  half of the 196 people that are trying to get to LAX.  We are held hostage by Delta Airlines in the secure area for about 3 hours, the mechanics are saying the plane is not fit to fly, and Delta Corporate refuses to cancel the flight.  We were hostages.  

Finally The flight is canceled and we are shuffled to the original ticketing desk to get vouchers for a hotel and transportation.  There are 2 people to help the 196 passengers.  We are given 2 $10 transportation vouchers, 3 $10 meal vouchers, a voucher for the Hotel, and a little card that says ""Need Help?  Call Delta... "" and told to call that number in the morning to get re-booked.   Then we are sent to the baggage claim to get our bags and told that a bus will be arriving to take us to the hotel we have been given a room at.  

The ""bus"" was a 6 person shuttle van, just one.  There were almost 200 people to move to downtown Kona, and one 6 person shuttle to take us all.  The taxis refused to accept the vouchers, and were charging up to $70 per trip to downtown (that is an issue for my review of the City of Kaliua-Kona).  All of the Delta employees had gone home and we we abandoned at the curb.  So another 2 hours go by and I finally get a rid to the hotel.  In the mean time while waiting my turn I called the help line and got booked on a flight home, but too late to make the appointment that required me to change my flight in the first place.  

I get checked into my room at the hotel at 5:45 am and need to be back at the airport by 10:45 am to be able to get on my re-booked flight, with another airline.  I slept for a few hours and then went to use one of my vouchers and get a bite, nope couldn't use it.  Bought a coffee and went to hotel concierge and explained I needed a ride to the airport, and that I have a voucher.  She laughed and told me I wouldn't find a ride that way and that she would be happy to get me a cab, but I would need to pay cash and they figure it at about $45 to the airport.  

When I finally get back to the airport, the new airline charges me a luggage fee, apparently Delta doesn't pay them so I have to.  The flight is delayed an hour.  Call Delta Help and am advised that they have me booked on another airline and I will not miss the flight.  

I did make the flight and made it home.  The total out of pocket for my trouble with Delta airlines was $380.  on top of the original flight cost.  Delta has been steadfast in refusing a refund of any of the extra costs.  I will be filing complaints with every agency that will listen, and some of the local news stations.  I know it was a long story, but take it as a warning... DO NOT FLY DELTA!!"
2013-12-18,Delta Airlines,vEEPrimm5UjZPuK3wZbepQ,1,"Delta is apparently winning well deserved awards for lousy service! The NWA/Delta merger has not changed poor management and disenchanted, simply awful employees. When I mentioned my family Delta experience on my Facebook page, there was not one comment that was favorable. Like I have said before the management and rank and file rejects who could not make it for employment at Southwest, populate the staff at Delta.Delta- home of the rejected!!!!!!!!!"
2006-06-24,US Airways,FBERg90d6NGVPA_O9K0avg,1,"Horrible!! I took US Airways coming back home from a business trip, in which I had to take connecting flights from DCA to PHX to SFO. My flight was supposed to leave at 7:30pm from PHX and when I go to check-in (upon arrival from DCA), they tell me that my bags from my connecting flight were put on a later flight at 11:00 pm! I even showed them my confirmation/receipt printed out and they told me they couldn't do anything because my bags were put on a later flight to SFO.

To top it all off, instead of the nice aisle seat I originally requested on a bigger plane, I got stuck boarding a mini one with a seat in Siberia, next to the lavatory door that wouldn't close and the attendant had to use a pen to keep it shut during take-off. My seat was soiled and the window cover was cracked and you couldn't even pull it down because it was being held up by a crumpled piece of newspaper. It was so uncomfortable and dirty, I didn't even want to lean back into my seat. I almost cried. I've sat on cleaner seats in the BART. HORRIBLE!! Never again."
2006-07-03,US Airways,wSzIfVuRz2UuLjYFk_9SLQ,2,"US Air is better than Southwest.   But that's not really a compliment.  

Here is the deal.   My work finish early today so we wanted to see if we could exchange our first class tickets from the 4:30 flight  to the flight at 1:30 which still had lots of empty seats in first class.   The gal at the call center said sure, but the change fee would be $100 per person and an addition fee would be imposed for a one way ticket.   Of course, explaining to her that we were just changing the return leg of our ticket home did not constitute a one way ticket.   She informed us that it did... and to the tune of about $400 each.  So, to save 3 hours would have cost us a cool grand.   Nope.  No thanks, but spank you very much for trying that with us.   

Oh, it gets better.  We are not seated together in first which is not a big deal.  But we get there 2 hours early and ask to be put together.   The friendly gal at the check in desk says, sure no problem.  Then proceeds to take both our tickets and change my travel companions tickets twice.   So once again, we are seated apart.   We only know this because 30 minutes before we are to board, we read through the boarding passes.  Both were in her name.  Nice.   Oh, BTW, the plane was delayed an hour with no explanation and no warning.   Thanks.   

So, realizing the problem, the gate attendant says, yeah, you aren't sitting next to one another.   We, kindly informed her that we were supposed to because when we got our tickets that' s the set up we wanted.   Her reply was to tell the flight attendants and maybe they could do something on the plane.   To make a long story short, because one older lady was kind enough to move, we got to sit next to one another.   In flight, the flight crew took good care of us.   I can't complain about them at all.   They were top notch, but the ground crew isn't supporting them.   

Oh and to top it off, when we arrived, it took 30 minutes to get our one checked bag despite the bright ""Priority"" tag on it.   I guess that doesn't mean much anymore.   

C'mon ground crews, get your act together.   Follow the lead of the Flight Crew and give a hoot about your customers."
2006-07-10,US Airways,Wpa5kCtSOa7dVoM3gTfOVw,2,"Lost baggage and poor child wrangling. It's all about employee empowerment.

I have the patience of the Madonna - all right maybe more like the Material Girl - but I am pretty laid back. After my humbling experience in the wine industry, I've been much more appreciative of service industry related jobs. But when employees are not empowered to answer the most simple of questions, and we're checking in on machines with nobody around to handle luggage, well...it's a disaster waiting to happen. It's an unfortunate thing that is supposed to help in keeping costs down and help with efficiency - but there's been consistent problems with all of my US AIRWAYS flights.

Let's throw JFK airport into the mix to help maximize the disaster...we ended up in Orlando. Waiting for our luggage. Luckily our toddler was entertained with the luggage roundabout...because we waited through two flight arrivals to retrieve one bag. 

Family that met up with us for the 4th assured us US AIRWAYS used a really efficient delivery service...Apparently the lost luggage situation is pretty common.

Good thing the baby bug is a trooper when it comes to traveling - because Orlando trips tend to be family-heavy and the on-board US AIRWAYS staff consistently doesn't seem too thrilled to be dealing with even the well-behaved ones."
2006-08-07,US Airways,k9dxqzTrhHkZa8Dq6Zf0Ug,2,"I was an optimist when the America West / US Airways merger news hit the airwaves.  Unfortunately I was a bit too hopeful.  I've traveled a lot for work (and pleasure) so it made sense to stay loyal to one airline and become ""Gold Elite"" to take advantage of the benefits, namely lots of first-class upgrades, no lines, bonus miles, etc.  

A string of events (I won't bore you with the unethical and deceitful details) that took place last week on what was to be an easy non-stop flight from SFO to PHX cemented my negative feelings.  Since the merger took place prices have risen dramatically,  customer service has dropped substantially, and the sunny Arizona airline has been infiltrated with dreary East Coast attitudes.  The stock has tumbled and the outlook is not good.  Everything seemed to be on the up and up before there was any talk of a merger.  

Strangely, America West bought out US Airways.  How did they let this demise transpire?  From now on it looks like Kayak.com will decide my airline and flights."
2006-09-19,US Airways,aGlizBc_zHBi_3AMplN8iw,1,"So, I fly a lot., nearly 70,000 miles in the past 6 months. Not usually US Airways/America West - only maybe 5 or 6 times with them. But my ONLY horrible airline experiences have both been with them., which is quite a ratio.

1. Flew from San Diego to Portland meeting up for a month-long concert tour. I had  my personal things as well as music/sound equipment. Of course, when I land, my luggage didn't. After spending at least an hour trying to get baggage services to help me - they say my luggage is on the next flight, and they will have a courier deliver it to me. I make abundantly clear that I will meet the courier and have it personally handed to me - I don't want it left with security/staff/anyone else (we were at a large rock venue).  They promised to call as soon as my luggage landed, and again when the courier was en route and they would only deliver to me personally.

Of course, no call. And I called every hour on the hour till 4 in the morning (when we left for the next city on the tour) - and couldn't get an answer or a call back. Not only did they not call me as promised, OR return any my calls, they apparently DID deliver my bags, but just left them on the door of the venue - EXACTLY what I had stressed not to do. I found this out the next day after calling repeatedly - when we were already in another city. Nobody signed for them even. Never saw my bags again, lost a ton of important gear I needed for work, and was screwed. And then? A HUGE a huge fight with them over the claim. They dishonored the claim for a while since they said they delivered them to the address I specified - despite having a promise in writing to deliver to me by hand. Then they said my claim was with the courier company, not the airline.Then they didn't want to cover anything but clothing and hygiene items.

2. Flew from St. Louis to Flagstaff. Had a layover in Phoenix - which is only like a 2 hour drive from Flagstaff. The flight in Phoenix was delayed several hours - but they didn't announce the delay until 10 minutes to boarding - and kept delaying it by just 20 minutes at a time. Finally, once we board we are told the flight MAY be not be able to land in Flagstaff due to bad weather. The kicker? They won't send us back to Phoenix - we would be diverted to Palm Springs California - and since it was ""an act of god"" - we were on our own. They weren't responsible for lodging, return airfare, refunds, ground transport - nothing. So - the whole plane is already pissed about being delayed so long, and now this. Nobody wants to take the chance of being flown to another state and getting stuck - so literally all but maybe 2 people deplane and mill around the tarmack. 

Then we  find out that we can choose not to take the flight, but if we checked baggage - we can't retrieve it! It's going to either Flagstaff or Palm Springs with or without us!  So some people start to get back on the plane, and others are arguing on the tarmack about what to do about their bags. I spot our bags just sitting in the open cargo door of the plane, and lead a small army of angry passengers to the back of the plane and  we just grab our bags that were in plain sight. The flight attendant tried to stop us - but realized that people were pissed, and we greatly outnumbered them. 

I ended up just renting  a car and driving the 2 hours to Flagstaff. And apparently flights to Flagstaff had been cancelled all day - but they neglected to tell us that.  At least they could have given a heads-up to us so that we could have not waited nearly 4 hours on flight delays and driven ourselves there much faster. No apologies, no refunds, nothing. 

I primarily fly either United, Southwest, or Jet Blue. No horror stories from them - while yes they've lost a bag here or there, they've always been professional and prompt in getting it to me."
2007-01-04,US Airways,F8SkMBWOz74OzIHHaFBxMQ,2,"I am a Silver Preferred member on US Airways. This has gotten me the same lousy level of customer service representatives, the same lousy website (why do I need to call you to view my itinerary when the flight number changed?) as everyone. 

I have few complaints about the flights, except they're expensive to fly direct from SFO to Pittsburgh, even though they're ""a low cost carrier"". The whole different check in line for flights from SFO to LAS/PHX and PIT/CLT /PHL is kinda weird too.

I'm through with you guys. The only time I'll fly US Airways is when I _need_ a direct flight to Pittsburgh."
2007-06-27,US Airways,o2_XIY_-L03dw_KYT8JNLA,1,"*I am posting this on every site possible for United, US Airways & Continental.  My hatred of them all is so consuming that I am dedicating two days to vent my venom and expound upon the disgusting experiences I just had.  I'm normally a nice person, but they pushed every button possible.*

I now call the ""Star Alliance"" of airlines ""The Death Star Alliance."" I have never been treated so horribly as by United, US Airways and Continental.

My great idea to take our 10 month old son to visit all the Grandparents turned into the trip from hell. Much like ""Planes, Trains and Automobiles"" meets ""The Out-of-Towners"" we encountered almost every possible problem an airline can throw at you. We flew on seven flights, drove 450 miles unexpectedly, got sick and were injured. To add insult to injury, my infant was nearly strip searched at one check point and I was photographed for a blog on travel misery. (I cut quite a figure with a car seat strapped to my back, stroller, laptop and diaper bag while bolting to make a connection at O'Hare.)

Each leg was late departing and arriving. We missed connections and stood in lines for hours trying to get alternate flights. Our upgrades were ""lost"", we were re-routed to airports not on our route, only to have those flights canceled. Our baggage was locked up in storage, lost or sent to the wrong terminal.

The final straw was sitting on the tarmac for 4 1/2 hours for a shuttle flight between Newark and Norfolk only to have the flight canceled. We were then put on a flight to Richmond that was also canceled. The customer service desk shut down leaving everyone stranded with no hotels, transportation or food, since the airport restaurants also shut down. With no alternative flights available for two days, I had to rent a car at a distant location (none at the airport) and drive to North Carolina.

Don't get me started on the lousy equipment. One plane kept losing power so we couldn't get off. Yet another lost air conditioning and condensation was raining from the ceiling. As if that weren't enough, the last flight's seat cushions weren't attached to the frame so the shot off like slip 'n slide toys.

The flight crews ranged from angry to scary. My husband had scalding tea dumped on him. One stewardess lost her shoe and was crawling up and down the aisle looking for it. Another was like Nurse Ratchett patrolling the passengers.

I got a gushing nose bleed on one flight and had to be iced to keep from flooding the plane. I had to change my son on the lid of the toilet of one of the filthiest bathrooms I've seen outside of the third world (and I've been to the third world). My husband contracted some pestilence from his first flight. I got an eye stye on my third of six flights - a staph infection from the bathroom I suspect.

They whammied us to the end with our connection home from Dulles to LAX missed while we sat on the tarmac yet again. We managed to get three standby seats on the last bucket of bolts out to LAX. When we arrived, half of the luggage was MIA...ours went to a different terminal, but at least it got there.

You know when even the stewardesses are p*ssed, the airline has a problem.

DOWN WITH THE ""DEATH STAR ALLIANCE"" - MAY ALL THE EXECUTIVES AND MANAGERS OF THE AIRLINES BE THROWN ON THEIR OWN STINKY PLANES AND HELD HOSTAGE WITHOUT FOOD OR OPERATIONAL TOILETS FOR 48 HOURS AND MAYBE THEN, THEY'LL KNOW THE MISERY THEY INFLICT ON THEIR HIGH PAYING CUSTOMERS.

We're buying an Airstream Bambi!"
2007-07-25,US Airways,3gMqGo_gacN88SoMykJQOA,3,"Well what can I say?

Eh. That's what. This airline is neither great nor bad. The service was 'aaiight' and the planes were old w/ poor excuses for TVs--btw, what's up with the Cranium questions?? If you're not going to show a movie or cartoons, at least change up the questions. (thank God for my video Ipod) Having said all of this, they got me to my destination safe and relatively on time. Whatevs."
2007-12-10,US Airways,v9tYj_H3UqlLaKkDenU8eQ,1,"I'm sticking to Alaska Airlines. Only reason I flew US Airways was because I had no choice.

Lost bags, miscommunication, lack of respect, apathy towards the customer's needs, no AC, tarmac wait, and the list goes on.

Never again. I rather ride the flee infested greyhound."
2008-01-06,US Airways,JP5JCgToHvJcJ-27ha0QiA,1,"Hmmm.  Shall we try a little math problem?

Assuming all patrons have an average of an hour and a half layover:
If Plane A leaves Tucson at 11:30 and Plane B leaves Tucson at 12:45, if Plane A hasn't left Tucson at 12:45, which plane's passengers are more likely to miss their connecting flights?

Not working?
Okay, so we start with five stars.
-Subtract one for an hour and a half delay on a 1/2 hour COMMUTER flight
-Subtract one for snarky, micromanaging flight attendants 
-Subtract one for two agents rescheduling a total of 6 customers in an hour
-Subtract one for a code-shared flight in another terminal
-Subtract one for giving customers the WRONG TERMINAL so they have to travel to two terminals and get through security to find the flight they originally had ten minutes to catch... which also is late.

That leaves us with... Zero stars.  Oh wait, I forgot:
-Add one for getting back to San Francisco in one piece... well aside from my delayed baggage."
